make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
Audi A3,Sedans,26500,1,85,Pre-registered,Other,1.598,DIESEL,14,3,20,2019.0,Black,4.0,5,Automatic,3.9,4.2,103
Opel Insignia,Station wagon,15490,50505,100,Used,Cloth,1.598,DIESEL,12,3,14,2017.0,Grey,5.0,5,Manual,5.1,6.5,114
Renault Clio,Sedans,17910,10,66,Used,Other,1.461,DIESEL,12,1,11,2019.0,White,4.0,5,Automatic,3.2,3.3,82
Opel Corsa,Compact,6480,95535,51,Used,Other,1.229,BENZINE,4,1,12,2016.0,Silver,5.0,5,Manual,5.3,6.6,124
Audi A1,Compact,23700,10700,66,Employee's car,"Cloth, Other",1.422,DIESEL,9,2,12,2018.0,Grey,5.0,4,Automatic,4.0,4.5,104
Audi A1,Compact,14990,49351,66,Used,"Cloth, Grey",1.422,DIESEL,17,3,13,2016.0,Black,5.0,5,Automatic,4.0,4.4,104
Opel Insignia,Station wagon,12980,87250,88,Used,"Cloth, Black",1.598,DIESEL,13,2,12,2016.0,Black,5.0,5,Manual,4.1,4.9,109
Audi A3,Sedans,22400,1,110,New,Other,1.498,BENZINE,5,3,8,2019.0,Silver,4.0,5,Manual,5.5,6.9,125
Opel Insignia,Station wagon,23950,24034,121,Used,"Cloth, Black",1.49,BENZINE,22,4,19,2018.0,Grey,5.0,5,Automatic,6.2,7.6,141
Audi A3,Sedans,15490,53994,81,Used,"Cloth, Black",1.598,DIESEL,9,1,10,2016.0,Black,4.0,5,Manual,3.8,4.5,101
Audi A3,Sedans,17900,87999,81,Used,Grey,1.598,DIESEL,11,2,10,2016.0,White,4.0,5,Automatic,3.8,3.4,99
Opel Corsa,Other,9470,21100,66,Used,"Cloth, Black",1.398,BENZINE,7,1,12,2016.0,White,4.0,5,Automatic,4.7,5.8,110
Opel Insignia,Sedans,32115,0,125,New,Other,1.956,DIESEL,19,1,69,2019.0,Grey,4.0,5,Automatic,5.0,6.0,150
Renault Duster,Off-Road,10850,0,77,New,"Cloth, Black",1.598,BENZINE,2,1,6,2019.0,White,5.0,5,Manual,1.0,1.0,1
Opel Insignia,Sedans,16690,16510,74,Used,Other,1.598,DIESEL,5,1,2,2018.0,Black,4.0,5,Manual,4.3,5.1,118
Opel Corsa,Sedans,6700,51933,66,Used,Other,1.398,BENZINE,4,1,11,2016.0,Silver,4.0,5,Manual,5.6,7.0,128
Audi A3,Station wagon,23490,10,85,New,Cloth,0.999,BENZINE,12,1,12,2019.0,Black,5.0,5,Manual,5.2,6.0,124
Opel Insignia,Station wagon,17960,20710,100,Used,"Cloth, Black",1.598,DIESEL,14,4,16,2017.0,White,5.0,5,Automatic,5.1,6.5,134
Renault Espace,Van,35990,1000,165,Demonstration,"Full leather, Brown",1.798,BENZINE,17,1,6,2019.0,Black,5.0,7,Automatic,6.8,8.7,153
Audi A3,Sedans,20900,8000,85,Used,"Cloth, Black",1.598,DIESEL,15,6,15,2018.0,White,4.0,5,Manual,4.0,4.7,107
Opel Astra,Station wagon,17980,17200,110,Used,"Cloth, Black",1.399,BENZINE,17,2,14,2019.0,Black,5.0,5,Manual,5.5,7.2,130
Opel Astra,Station wagon,16995,0,77,New,"Cloth, Other",0.998,BENZINE,4,1,11,2019.0,White,5.0,5,Manual,4.6,5.4,107
Opel Astra,Station wagon,18490,27008,110,Employee's car,"Part leather, Black",1.399,BENZINE,22,4,19,2018.0,Black,5.0,5,Automatic,5.6,7.3,128
Audi A3,Sedans,15890,32185,81,Used,"Cloth, Black",1.197,BENZINE,14,4,14,2016.0,White,4.0,5,Manual,5.0,6.3,117
Audi A3,Station wagon,18490,50000,81,Used,Black,1.197,BENZINE,14,1,13,2016.0,White,5.0,5,Automatic,5.0,6.1,116
Audi A1,Compact,18444,50066,92,Used,"Cloth, Grey",1.395,BENZINE,15,3,14,2016.0,Grey,5.0,4,Automatic,4.9,6.2,112
Audi A3,Sedans,16550,45560,81,Used,"Cloth, Black",1.598,DIESEL,15,2,15,2017.0,White,4.0,5,Manual,4.1,4.8,109
Opel Corsa,Compact,6300,124000,55,Used,Other,1.248,DIESEL,19,1,69,2016.0,White,5.0,5,Manual,3.0,4.0,107
Audi A1,Compact,16950,7000,70,Used,"Cloth, Black",0.999,BENZINE,13,2,14,2018.0,Grey,5.0,4,Manual,4.4,5.2,104
Audi A3,Sedans,18150,95117,81,Used,Grey,1.968,CNG,19,1,69,2016.0,Grey,4.0,5,Automatic,4.4,5.2,117
Renault Espace,Van,28900,28976,147,Demonstration,"Part leather, Brown",1.618,BENZINE,24,4,17,2017.0,White,5.0,5,Automatic,6.2,7.8,147
Renault Espace,Van,27900,26450,118,Used,Other,1.598,DIESEL,11,1,8,2016.0,Black,5.0,7,Automatic,4.7,5.1,123
Audi A3,Sedans,19950,21592,85,Employee's car,"Part leather, Black",1.598,DIESEL,12,1,11,2018.0,Grey,4.0,5,Manual,4.1,4.6,108
Opel Corsa,Compact,7400,81500,51,Used,"Cloth, Black",1.229,BENZINE,12,1,11,2016.0,Grey,5.0,5,Manual,5.4,6.7,128
Audi A1,Sedans,28990,100,85,Pre-registered,"Cloth, Other",0.999,BENZINE,15,4,19,2019.0,Grey,4.0,5,Automatic,4.8,5.8,108
Audi A3,Sedans,15930,81295,81,Used,"Cloth, Black",1.598,DIESEL,11,3,12,2016.0,Black,4.0,5,Manual,4.0,4.7,105
Audi A3,Sedans,15900,100000,81,Used,Other,1.598,DIESEL,3,2,12,2016.0,Black,4.0,5,Manual,3.8,4.5,99
Renault Clio,Sedans,18500,9000,147,Used,Other,1.618,BENZINE,4,1,8,2018.0,White,4.0,5,Semi-automatic,5.9,7.6,133
Opel Insignia,Station wagon,29797,0,125,New,Other,1.956,DIESEL,19,1,69,2019.0,Grey,5.0,5,Automatic,5.0,6.0,150
Audi A1,Sedans,15900,5700,66,Used,Other,1.422,DIESEL,3,1,9,2018.0,Grey,4.0,5,Manual,3.7,3.9,97
Audi A1,Compact,23540,0,85,New,"Cloth, Black",0.999,BENZINE,15,1,13,2019.0,White,5.0,4,Automatic,4.8,5.9,110
Renault Clio,Compact,15450,52972,88,Used,Other,1.197,BENZINE,12,3,12,2016.0,Red,5.0,5,Automatic,5.2,6.8,120
Audi A3,Sedans,14890,142011,110,Used,"Part leather, Black",1.968,DIESEL,14,3,11,2016.0,Black,4.0,5,Manual,4.0,4.9,106
Opel Insignia,Station wagon,15300,78825,100,Used,Other,1.598,DIESEL,7,1,7,2017.0,Silver,5.0,5,Automatic,5.1,6.5,114
Opel Insignia,Sedans,25500,9300,100,Used,Other,1.49,DIESEL,19,1,69,2019.0,Blue,4.0,5,Manual,5.7,7.3,130
Opel Insignia,Sedans,32350,10,147,New,"Part leather, Black",1.6,BENZINE,22,6,20,2019.0,White,4.0,5,Automatic,6.3,8.0,145
Opel Insignia,Station wagon,34490,0,100,Demonstration,Part leather,1.0,DIESEL,13,4,13,2019.0,Silver,5.0,5,Automatic,5.0,7.8,117
Opel Astra,Sedans,14950,43300,100,Used,Black,1.598,DIESEL,17,2,12,2017.0,Brown,4.0,5,Automatic,4.5,5.6,119
Renault Clio,Sedans,9900,44451,66,Used,Other,1.461,DIESEL,19,1,69,2017.0,Grey,4.0,2,Manual,3.2,3.3,82
Opel Insignia,Station wagon,16990,109346,143,Used,"Full leather, Black",1.956,DIESEL,20,3,17,2016.0,Black,5.0,5,Automatic,6.6,8.9,175
Opel Insignia,Station wagon,23350,1,104,New,Cloth,1.49,BENZINE,1,2,6,2019.0,Black,5.0,5,Manual,6.0,7.7,136
Audi A1,Compact,22400,0,70,New,"Cloth, Black",0.999,BENZINE,13,3,14,2019.0,Black,5.0,5,Manual,4.7,5.9,106
Opel Insignia,Sedans,24779,0,100,New,Other,1.598,DIESEL,19,1,69,2019.0,Grey,4.0,5,Automatic,5.0,6.0,114
Opel Corsa,Sedans,10740,10,55,Demonstration,Cloth,1.398,BENZINE,11,1,11,2019.0,White,4.0,5,Manual,5.1,6.7,118
Audi A1,Sedans,28400,10,85,Pre-registered,Other,0.999,BENZINE,2,1,3,2019.0,Black,4.0,5,Automatic,4.8,5.8,108
Opel Insignia,Sedans,12500,114040,100,Used,Other,1.598,DIESEL,9,1,11,2017.0,White,4.0,5,Automatic,4.9,6.4,129
Opel Astra,Station wagon,12340,44179,81,Used,"Other, Other",1.598,DIESEL,17,1,16,2017.0,Silver,5.0,5,Manual,3.5,4.0,95
Renault Clio,Compact,15485,22735,87,Employee's car,Part leather,1.197,BENZINE,15,3,13,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
Opel Astra,Sedans,12395,52300,77,Used,"Cloth, Grey",0.999,BENZINE,11,2,16,2018.0,White,4.0,5,Manual,4.4,5.2,104
Opel Insignia,Sedans,18625,24028,100,Used,"Cloth, Other",1.598,DIESEL,20,5,17,2018.0,Silver,4.0,5,Manual,4.2,5.8,126
Audi A1,Compact,15000,24000,51,Used,Other,0.999,BENZINE,5,1,10,2017.0,White,5.0,4,Manual,4.3,5.0,98
Audi A3,Sedans,21980,22750,85,Used,"Cloth, Black",0.999,BENZINE,16,1,14,2017.0,Grey,4.0,5,Automatic,4.6,5.5,106
Audi A1,Sedans,15090,63668,85,Used,"Part leather, Black",1.598,DIESEL,17,4,14,2016.0,White,4.0,5,Automatic,3.5,4.3,92
Renault Clio,Sedans,13950,11100,87,Used,"Cloth, Black",1.197,BENZINE,13,3,14,2018.0,Red,4.0,5,Automatic,5.4,6.8,120
Opel Astra,Station wagon,28590,0,110,New,"Cloth, Black",1.399,BENZINE,20,3,12,2019.0,Grey,5.0,5,Automatic,5.4,7.1,125
Opel Corsa,Sedans,7950,90000,55,Used,Other,1.248,DIESEL,4,2,13,2016.0,White,4.0,5,Manual,3.8,4.6,107
Audi A1,Sedans,15870,23555,66,Used,"Other, Black",1.422,DIESEL,17,3,14,2018.0,White,4.0,4,Manual,4.1,4.6,109
Opel Astra,Compact,10000,108000,81,Used,Other,1.598,DIESEL,19,1,69,2016.0,Grey,5.0,5,Manual,3.0,4.0,95
Audi A1,Sedans,15800,19582,70,Used,Other,0.999,BENZINE,4,1,8,2016.0,Grey,4.0,4,Automatic,4.4,5.4,102
Audi A1,Sedans,13400,103195,66,Used,"Cloth, Black",1.422,DIESEL,13,3,7,2016.0,White,4.0,4,Manual,3.9,4.5,102
Audi A3,Sedans,15600,63900,81,Used,"Cloth, Black",1.598,DIESEL,13,1,11,2016.0,Black,4.0,5,Manual,3.8,4.5,99
Audi A1,Compact,27780,0,85,New,"Cloth, Other",0.999,BENZINE,17,3,17,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
Renault Espace,Van,24430,20678,118,Used,Other,1.598,DIESEL,13,1,9,2017.0,Grey,5.0,5,Automatic,4.7,5.1,120
Opel Corsa,Other,9800,19400,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,5.2,6.9,120
Audi A1,Sedans,16300,25800,51,Used,Other,0.999,BENZINE,7,1,10,2018.0,White,4.0,5,Manual,4.3,5.0,98
Opel Astra,Station wagon,28500,1000,110,Demonstration,"Full leather, Black",1.399,BENZINE,23,5,17,2019.0,Grey,5.0,5,Automatic,5.7,7.3,130
Audi A3,Station wagon,26250,0,110,New,"Cloth, Black",1.498,BENZINE,14,3,12,2019.0,Black,5.0,5,Automatic,4.8,6.0,110
Opel Corsa,Sedans,17250,15,66,Pre-registered,"Cloth, Black",1.398,BENZINE,18,3,15,2019.0,Silver,4.0,5,Automatic,6.6,8.2,150
Opel Insignia,Station wagon,36950,10,154,New,"Full leather, Black",2.0,DIESEL,25,8,20,2019.0,Black,5.0,5,Automatic,7.1,9.6,187
Opel Insignia,Station wagon,26390,0,100,New,Other,1.598,DIESEL,19,1,69,2019.0,Grey,5.0,5,Automatic,4.0,5.0,114
Opel Corsa,Sedans,13324,5,66,New,"Cloth, Black",1.398,BENZINE,6,2,9,2019.0,Grey,4.0,5,Automatic,7.8,5.8,143
Opel Corsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
Audi A1,Sedans,16300,16147,51,Used,Other,0.999,BENZINE,7,1,10,2018.0,Grey,4.0,5,Manual,4.3,5.0,98
Renault Clio,Sedans,9500,38000,55,Used,"Other, Other",1.461,DIESEL,1,1,10,2017.0,Beige,4.0,5,Manual,3.3,3.5,85
Opel Astra,Compact,10445,147447,81,Used,Other,1.598,DIESEL,8,1,10,2016.0,White,5.0,5,Manual,3.0,4.0,88
Opel Insignia,Compact,14900,111872,100,Used,Full leather,1.598,DIESEL,18,2,16,2016.0,Black,5.0,5,Manual,4.1,5.1,99
Audi A3,Sedans,16500,122584,81,Used,Grey,1.598,DIESEL,11,2,9,2016.0,Grey,4.0,5,Automatic,3.8,3.5,99
Renault Espace,Sedans,36900,9895,165,Demonstration,"Full leather, Black",1.798,BENZINE,5,1,6,2018.0,Grey,4.0,5,Automatic,6.8,8.7,153
Audi A1,Compact,13550,55800,92,Used,"Cloth, Black",1.395,BENZINE,4,1,12,2016.0,Black,5.0,5,Manual,5.1,6.6,118
Opel Astra,Station wagon,9400,171000,100,Used,"Part leather, Black",1.598,DIESEL,28,10,28,2016.0,Silver,5.0,5,Manual,3.8,4.5,101
Renault Espace,Van,22900,68000,147,Used,Black,1.618,BENZINE,18,2,17,2016.0,White,5.0,5,Automatic,6.2,7.8,140
Opel Astra,Sedans,16990,5,66,New,"Cloth, Black",0.999,BENZINE,8,2,14,2019.0,Blue,4.0,5,Manual,4.7,5.4,107
Renault Clio,Station wagon,14990,11687,88,Used,Other,1.197,BENZINE,3,1,6,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
Audi A3,Sedans,24300,20,85,Pre-registered,"Cloth, Black",1.598,DIESEL,14,3,14,2019.0,White,4.0,5,Manual,4.4,5.0,114
Opel Astra,Sedans,18290,20500,110,Used,"Cloth, Black",1.399,BENZINE,18,4,18,2018.0,Blue,4.0,5,Automatic,5.6,7.3,129
Opel Astra,Station wagon,19940,4501,110,Employee's car,"Part leather, Black",1.399,BENZINE,20,4,17,2019.0,Grey,5.0,5,Automatic,5.4,7.1,124
Renault Clio,Other,14990,14424,87,Used,"Other, Black",1.197,BENZINE,15,1,13,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
Opel Insignia,Sedans,21480,24800,121,Used,"Part leather, Black",1.49,BENZINE,25,6,24,2018.0,Silver,4.0,5,Automatic,6.1,7.5,138
Audi A3,Sedans,22500,22000,85,Employee's car,Other,1.598,DIESEL,14,4,16,2018.0,Grey,4.0,5,Automatic,4.0,4.7,107
Audi A1,Sedans,23660,10,85,Used,Other,0.999,BENZINE,11,1,11,2019.0,Black,4.0,5,Automatic,4.8,5.9,108
Audi A3,Other,26490,0,85,New,"Velour, Grey",0.999,BENZINE,9,1,4,2019.0,Black,4.0,5,Semi-automatic,5.1,5.8,117
Audi A1,Sedans,18890,2949,70,Used,"Cloth, Black",0.999,BENZINE,16,3,9,2018.0,Silver,4.0,4,Automatic,4.4,5.2,104
Opel Corsa,Sedans,11950,29800,66,Used,"Cloth, Black",1.398,BENZINE,14,1,12,2017.0,White,4.0,5,Automatic,6.0,8.0,139
Audi A3,Station wagon,19290,27985,85,Used,Other,0.999,BENZINE,8,1,10,2017.0,Grey,5.0,5,Manual,4.8,5.8,110
Opel Corsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,10,1,10,2019.0,Grey,5.0,5,Automatic,6.3,7.8,143
Renault Clio,Station wagon,14870,24473,87,Used,"Cloth, Black",1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
Opel Astra,Sedans,12590,30368,81,Used,"Other, Other",1.598,DIESEL,15,1,14,2017.0,Blue,4.0,5,Manual,3.4,3.9,93
Opel Astra,Sedans,17950,50,92,Used,"Cloth, Black",1.399,BENZINE,17,2,14,2019.0,Black,4.0,5,Manual,5.8,7.7,133
Audi A3,Sedans,19500,13259,62,Used,Other,1.598,DIESEL,5,2,6,2018.0,Black,4.0,5,Manual,4.1,4.6,108
Opel Astra,Sedans,10790,39000,81,Used,Grey,1.598,DIESEL,2,1,8,2016.0,White,4.0,5,Manual,3.0,4.0,93
Opel Astra,Sedans,14970,85,85,Used,"Cloth, Black",1.598,BENZINE,11,1,12,2018.0,Grey,4.0,5,Automatic,7.3,9.9,172
Audi A1,Sedans,22900,10,85,Pre-registered,"Cloth, Black",0.999,BENZINE,7,1,11,2019.0,Grey,4.0,4,Manual,4.8,5.9,108
Audi A1,Compact,22444,7000,70,Used,"Cloth, Black",0.999,BENZINE,9,3,12,2018.0,Red,5.0,5,Automatic,4.5,5.5,103
Audi A3,Sedans,18980,39400,81,Used,"Cloth, Black",1.598,DIESEL,16,4,15,2017.0,White,4.0,5,Manual,4.2,4.9,109
Audi A3,Sedans,19499,27000,85,Used,"Cloth, Black",0.999,BENZINE,13,4,15,2018.0,Black,4.0,5,Manual,4.6,5.7,106
Opel Insignia,Station wagon,35590,7500,147,Used,Full leather,1.598,BENZINE,22,5,19,2019.0,Grey,5.0,5,Automatic,6.7,8.6,154
Renault Clio,Compact,17980,86349,87,Used,"Full leather, Black",1.197,BENZINE,20,5,15,2017.0,Black,5.0,5,Automatic,5.4,6.8,120
Renault Clio,Station wagon,10500,30384,66,Employee's car,Other,1.461,DIESEL,8,1,10,2018.0,Grey,5.0,5,Manual,3.3,3.7,85
Opel Insignia,Station wagon,23990,22550,125,Used,"Part leather, Black",2.0,DIESEL,21,5,18,2018.0,Grey,5.0,5,Automatic,5.0,7.8,139
Opel Insignia,Station wagon,44397,5,147,New,"Cloth, Black",1.598,BENZINE,15,2,5,2019.0,Grey,5.0,5,Manual,6.3,8.0,157
Audi A1,Compact,16999,31987,85,Used,"Cloth, Black",1.598,DIESEL,14,4,14,2017.0,Blue,5.0,4,Automatic,4.0,4.6,106
Audi A3,Sedans,15490,53852,81,Used,"Cloth, Black",1.598,DIESEL,5,2,14,2016.0,White,4.0,5,Manual,3.8,4.5,99
Opel Insignia,Station wagon,34600,0,51,Used,Black,1.956,DIESEL,12,3,11,2019.0,Black,5.0,5,Automatic,5.7,7.5,150
Audi A3,Sedans,17860,43500,81,Used,"Cloth, Black",1.598,DIESEL,14,3,15,2017.0,Silver,4.0,5,Manual,4.0,4.7,107
Renault Clio,Station wagon,8500,56111,54,Used,"Velour, Black",1.149,BENZINE,8,2,2,2016.0,Brown,5.0,5,Manual,5.6,7.2,127
Opel Astra,Sedans,25740,0,100,New,Cloth,1.598,DIESEL,11,1,13,2019.0,Black,4.0,5,Automatic,4.5,5.7,119
Opel Insignia,Station wagon,18250,48500,125,Used,Other,1.956,DIESEL,25,5,19,2017.0,Black,5.0,5,Automatic,5.6,7.8,145
Opel Astra,Station wagon,18680,29017,110,Used,Cloth,1.398,BENZINE,15,2,10,2018.0,Grey,5.0,5,Automatic,5.7,7.3,134
Opel Corsa,Sedans,12450,32355,66,Used,"Part leather, Black",1.398,BENZINE,14,2,14,2018.0,Black,4.0,5,Automatic,5.2,6.6,123
Renault Clio,Sedans,15990,5264,88,Used,Other,1.197,BENZINE,12,1,11,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
Opel Corsa,Compact,9950,9300,66,Used,"Cloth, Black",1.398,BENZINE,4,1,9,2018.0,Blue,5.0,5,Manual,5.2,6.6,123
Opel Astra,Sedans,13990,15000,77,Used,"Cloth, Black",0.999,BENZINE,18,3,21,2018.0,Red,4.0,5,Manual,4.5,5.4,104
Audi A1,Compact,11990,45000,60,Used,"Part leather, Black",0.999,BENZINE,10,5,12,2016.0,White,5.0,4,Manual,4.4,5.2,102
Opel Astra,Station wagon,9480,142348,100,Used,"Cloth, Grey",1.598,DIESEL,9,1,9,2016.0,White,5.0,5,Automatic,4.5,5.7,119
Opel Astra,Other,18749,3500,92,Demonstration,"Cloth, Black",1.399,BENZINE,14,1,12,2019.0,Blue,4.0,5,Manual,5.8,7.7,141
Audi A3,Sedans,15890,53411,81,Used,"Cloth, Black",1.598,DIESEL,10,1,12,2016.0,Black,4.0,5,Manual,3.8,4.5,99
Opel Corsa,Compact,12990,40867,66,Used,"Other, Grey",1.398,BENZINE,10,1,14,2018.0,Grey,5.0,5,Automatic,5.2,6.6,123
Opel Insignia,Station wagon,12650,89000,100,Used,Grey,1.598,DIESEL,10,2,12,2016.0,White,5.0,5,Manual,4.1,4.8,109
Audi A3,Sedans,26999,0,85,Pre-registered,Other,1.598,DIESEL,8,1,9,2019.0,White,4.0,5,Automatic,3.9,4.4,99
Audi A3,Sedans,15310,53262,81,Used,"Cloth, Black",1.598,DIESEL,13,1,13,2016.0,Silver,4.0,5,Manual,3.8,4.3,99
Renault Espace,Van,31900,47,118,Used,"Part leather, Brown",1.598,DIESEL,6,1,10,2018.0,White,5.0,5,Automatic,4.7,5.1,120
Opel Astra,Sedans,23940,12,110,Pre-registered,"Cloth, Black",1.398,BENZINE,17,2,12,2019.0,Black,4.0,5,Automatic,5.9,7.4,134
Audi A3,Sedans,22800,19000,85,Used,"Part leather, Black",1.598,DIESEL,3,1,5,2018.0,White,4.0,5,Automatic,3.9,4.1,103
Audi A1,Compact,22400,0,70,New,"Cloth, Black",0.999,BENZINE,13,3,14,2019.0,Black,5.0,5,Manual,4.7,5.9,106
Opel Astra,Station wagon,9990,104000,70,Used,"Cloth, Black",1.6,DIESEL,5,1,5,2017.0,Silver,5.0,5,Manual,4.5,5.7,117
Renault Clio,Station wagon,12590,40676,87,Used,"Part leather, Black",1.197,BENZINE,13,2,15,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
Audi A3,Sedans,19700,24000,85,Used,"Cloth, Black",0.999,BENZINE,13,3,13,2017.0,Black,4.0,5,Manual,4.6,5.7,106
Audi A3,Sedans,21500,20456,62,Used,Other,1.598,DIESEL,6,2,6,2018.0,Grey,4.0,5,Manual,4.0,4.3,107
Audi A3,Sedans,27410,5,110,Pre-registered,"Cloth, Black",1.498,BENZINE,18,2,16,2019.0,White,4.0,5,Automatic,5.1,6.4,117
Opel Astra,Compact,15200,1200,92,Used,Other,1.399,BENZINE,19,1,69,2018.0,Red,5.0,5,Manual,5.1,6.3,117
Opel Insignia,Sedans,22800,5000,81,Used,Other,1.598,DIESEL,6,1,8,2019.0,White,4.0,5,Manual,4.0,5.4,116
Opel Corsa,Sedans,8850,18708,51,Used,"Cloth, Grey",1.229,BENZINE,9,1,16,2018.0,Grey,4.0,5,Manual,5.4,6.7,126
Opel Corsa,Sedans,7650,137058,55,Used,Grey,1.248,DIESEL,19,1,69,2016.0,White,4.0,5,Manual,4.7,5.8,107
Opel Insignia,Other,20900,17665,74,Used,Other,1.598,DIESEL,19,1,69,2018.0,Grey,4.0,5,Manual,4.3,5.1,114
Renault Clio,Compact,11371,0,56,New,Cloth,0.898,BENZINE,5,1,9,2019.0,Black,5.0,5,Manual,5.0,6.3,113
Renault Clio,Sedans,9972,1,54,New,Cloth,1.149,BENZINE,2,1,7,2019.0,Black,4.0,5,Manual,5.6,7.2,127
Audi A3,Sedans,23600,10,85,Pre-registered,"Cloth, Black",1.598,DIESEL,7,1,11,2019.0,White,4.0,5,Manual,4.0,4.5,106
Opel Astra,Sedans,12200,54000,81,Used,"Cloth, Black",1.598,DIESEL,10,1,10,2017.0,Blue,4.0,5,Manual,3.5,4.0,93
Audi A1,Sedans,22390,5000,60,Used,Other,0.999,BENZINE,9,1,8,2019.0,Blue,4.0,4,Manual,4.2,5.0,97
Opel Insignia,Station wagon,12490,107000,100,Used,"Cloth, Black",1.598,DIESEL,18,3,19,2016.0,Red,5.0,5,Automatic,5.1,6.5,134
Opel Astra,Station wagon,9790,142529,100,Used,"Cloth, Black",1.598,DIESEL,15,2,12,2016.0,Black,5.0,5,Manual,3.8,4.5,101
Opel Insignia,Station wagon,16980,133650,125,Used,"Cloth, Other",1.956,DIESEL,12,3,13,2016.0,Black,5.0,5,Automatic,5.6,7.0,149
Audi A1,Sedans,26740,7500,85,Demonstration,"Part leather, Black",0.999,BENZINE,19,3,13,2019.0,Red,4.0,5,Automatic,4.9,6.0,116
Audi A3,Compact,14990,79000,81,Used,Other,1.598,DIESEL,6,1,6,2016.0,Blue,5.0,5,Manual,3.8,4.3,99
Opel Insignia,Off-Road,32345,0,147,New,Other,1.598,BENZINE,19,1,69,2019.0,Grey,5.0,5,Automatic,6.0,7.0,147
Opel Insignia,Station wagon,15340,64324,100,Used,"Full leather, Black",1.598,DIESEL,18,3,17,2017.0,Grey,5.0,5,Automatic,5.1,6.5,114
Opel Astra,Sedans,10750,33208,77,Used,Cloth,0.999,BENZINE,10,1,13,2016.0,White,4.0,5,Manual,4.5,5.7,104
Renault Espace,Van,34200,1,118,Employee's car,Other,1.798,DIESEL,7,1,4,2018.0,White,5.0,7,Automatic,4.7,5.1,123
Opel Corsa,Sedans,8990,25070,51,Employee's car,"Cloth, Black",1.229,BENZINE,7,1,13,2018.0,Grey,4.0,5,Manual,5.5,7.2,129
Audi A3,Station wagon,25990,0,110,New,"Cloth, Black",1.498,BENZINE,15,3,14,2019.0,Grey,5.0,5,Automatic,5.2,6.4,117
Audi A1,Compact,15980,15648,70,Used,"Cloth, Black",0.999,BENZINE,5,4,13,2017.0,Black,5.0,4,Manual,4.4,5.2,102
Audi A3,Sedans,18000,30000,81,Used,"Cloth, Grey",1.598,DIESEL,9,5,14,2017.0,White,4.0,5,Manual,4.0,4.7,107
Opel Insignia,Sedans,17000,61000,100,Used,Other,1.598,DIESEL,18,3,14,2017.0,Black,4.0,5,Manual,3.8,4.5,99
Audi A1,Compact,19900,9083,70,Used,Other,0.999,BENZINE,15,2,15,2018.0,Red,5.0,4,Automatic,4.4,5.2,104
Audi A3,Sedans,34000,35000,110,Used,Other,1.968,DIESEL,17,4,22,2017.0,Blue,4.0,5,Semi-automatic,4.4,5.2,114
Audi A3,Sedans,21150,10700,85,Used,"Cloth, Black",0.999,BENZINE,15,3,12,2018.0,Black,4.0,5,Manual,4.7,5.7,107
Renault Clio,Compact,11299,10,56,Pre-registered,Other,0.898,BENZINE,2,1,10,2019.0,Blue,5.0,5,Manual,5.0,6.3,113
Audi A1,Sedans,15950,45000,66,Used,Other,1.422,DIESEL,8,2,9,2017.0,White,4.0,5,Manual,3.7,4.5,97
Audi A1,Compact,18850,6695,70,Used,"Cloth, Black",0.999,BENZINE,14,3,13,2018.0,Silver,5.0,5,Automatic,4.6,5.6,102
Opel Insignia,Station wagon,12450,45000,103,Used,Black,1.364,BENZINE,7,1,11,2016.0,Grey,5.0,5,Manual,5.6,7.3,131
Renault Clio,Other,9900,5412,55,Demonstration,Other,0.898,BENZINE,1,1,5,2018.0,Black,4.0,5,Manual,5.0,6.3,114
Opel Astra,Station wagon,9690,91200,81,Used,"Full leather, Grey",1.598,DIESEL,20,5,17,2016.0,Grey,5.0,5,Manual,3.7,3.9,97
Renault Espace,Station wagon,20455,68570,118,Used,Black,1.598,DIESEL,11,2,3,2016.0,White,5.0,5,Automatic,4.6,5.0,120
Audi A1,Sedans,16490,90000,66,Used,Other,1.422,DIESEL,12,3,13,2016.0,Black,4.0,4,Automatic,3.9,4.5,102
Opel Corsa,Sedans,11375,23524,66,Used,"Cloth, Black",1.398,BENZINE,7,1,8,2018.0,Grey,4.0,5,Automatic,4.7,5.8,110
Audi A3,Sedans,22900,1,85,Used,"Cloth, Other",0.999,BENZINE,2,1,5,2019.0,Silver,4.0,5,Automatic,5.1,5.8,117
Renault Clio,Station wagon,8980,27935,54,Used,"Cloth, Black",1.149,BENZINE,5,1,12,2017.0,Black,5.0,5,Manual,5.7,7.2,135
